Gene_id	Description	Length	e-Value	GO
NGJCOJPH_00056	tRNA (cytidine(34)-2'-O)-methyltransferase	153	3.16756E-102	P:GO:0001510 P:RNA methylation; F:GO:0003723 F:RNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006396 P:RNA processing; P:GO:0008033 P:tRNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0008173 F:RNA methyltransferase activity; F:GO:0008175 F:tRNA methyltransferase activity; F:GO:0008757 F:S-adenosylmethionine-dependent methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0030488 P:tRNA methylation; P:GO:0032259 P:methylation
NGJCOJPH_00621	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	247	1.13434E-166	P:GO:0001510 P:RNA methylation; F:GO:0003723 F:RNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006396 P:RNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0008173 F:RNA methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation
NGJCOJPH_00547	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	435	0.0	P:GO:0001510 P:RNA methylation; F:GO:0003723 F:RNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006355 P:regulation of transcription, DNA-templated; P:GO:0006364 P:rRNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0008649 F:rRNA methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0031167 P:rRNA methylation; P:GO:0032259 P:methylation
NGJCOJPH_00746	23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	207	3.37203E-137	P:GO:0001510 P:RNA methylation; C:GO:0005737 C:cytoplasm; P:GO:0006364 P:rRNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0008173 F:RNA methyltransferase activity; F:GO:0008650 F:rRNA (uridine-2'-O-)-methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0031167 P:rRNA methylation; P:GO:0032259 P:methylation
NGJCOJPH_01251	Holliday junction resolvase RuvX	142	8.42165E-94	P:GO:0000967 P:rRNA 5'-end processing; F:GO:0004518 F:nuclease activity; C:GO:0005737 C:cytoplasm; P:GO:0006139 P:nucleobase-containing compound metabolic process; P:GO:0006364 P:rRNA processing; F:GO:0016787 F:hydrolase activity; F:GO:0016788 F:hydrolase activity, acting on ester bonds; P:GO:0042254 P:ribosome biogenesis; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00142	septum site-determining protein MinC	236	8.64347E-151	P:GO:0000902 P:cell morphogenesis; P:GO:0000917 P:division septum assembly; P:GO:0007049 P:cell cycle; P:GO:0051301 P:cell division; P:GO:0051302 P:regulation of cell division; P:GO:0051726 P:regulation of cell cycle; P:GO:0090529 P:cell septum assembly; P:GO:1901891 P:regulation of cell septum assembly
NGJCOJPH_00788	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	321	0.0	P:GO:0000455 P:enzyme-directed rRNA pseudouridine synthesis; P:GO:0001522 P:pseudouridine synthesis; F:GO:0003723 F:RNA binding; P:GO:0009451 P:RNA modification; F:GO:0009982 F:pseudouridine synthase activity; F:GO:0016829 F:lyase activity; F:GO:0016853 F:isomerase activity; F:GO:0120159 F:rRNA pseudouridine synthase activity
NGJCOJPH_00774	pseudouridine synthase	245	3.31669E-168	P:GO:0000455 P:enzyme-directed rRNA pseudouridine synthesis; P:GO:0001522 P:pseudouridine synthesis; F:GO:0003723 F:RNA binding; P:GO:0009451 P:RNA modification; F:GO:0009982 F:pseudouridine synthase activity; F:GO:0016829 F:lyase activity; F:GO:0016853 F:isomerase activity; F:GO:0016866 F:intramolecular transferase activity; F:GO:0120159 F:rRNA pseudouridine synthase activity
NGJCOJPH_01290	RluA family pseudouridine synthase	303	0.0	P:GO:0000455 P:enzyme-directed rRNA pseudouridine synthesis; P:GO:0001522 P:pseudouridine synthesis; F:GO:0003723 F:RNA binding; P:GO:0006364 P:rRNA processing; P:GO:0009451 P:RNA modification; F:GO:0009982 F:pseudouridine synthase activity; F:GO:0016829 F:lyase activity; F:GO:0016853 F:isomerase activity; F:GO:0120159 F:rRNA pseudouridine synthase activity
NGJCOJPH_01269	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	273	1.65793E-176	P:GO:0000453 P:enzyme-directed rRNA 2'-O-methylation; C:GO:0005737 C:cytoplasm; P:GO:0006364 P:rRNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation; F:GO:0070677 F:rRNA (cytosine-2'-O-)-methyltransferase activity
NGJCOJPH_01187	FKBP-type peptidyl-prolyl cis-trans isomerase	108	3.07516E-69	P:GO:0000413 P:protein peptidyl-prolyl isomerization; F:GO:0003755 F:peptidyl-prolyl cis-trans isomerase activity; P:GO:0006457 P:protein folding; F:GO:0016853 F:isomerase activity; P:GO:0061077 P:chaperone-mediated protein folding
NGJCOJPH_00824	peptidylprolyl isomerase	341	0.0	P:GO:0000413 P:protein peptidyl-prolyl isomerization; F:GO:0003755 F:peptidyl-prolyl cis-trans isomerase activity; P:GO:0006457 P:protein folding; F:GO:0016853 F:isomerase activity
NGJCOJPH_00965	peptidylprolyl isomerase	162	5.55231E-99	P:GO:0000413 P:protein peptidyl-prolyl isomerization; F:GO:0003755 F:peptidyl-prolyl cis-trans isomerase activity; P:GO:0006457 P:protein folding; F:GO:0016853 F:isomerase activity
NGJCOJPH_00086	LysM peptidoglycan-binding domain-containing protein	524	0.0	P:GO:0000270 P:peptidoglycan metabolic process; P:GO:0008152 P:metabolic process; F:GO:0008933 F:lytic transglycosylase activity; C:GO:0016020 C:membrane; F:GO:0016787 F:hydrolase activity; F:GO:0016798 F:hydrolase activity, acting on glycosyl bonds
NGJCOJPH_01384	tryptophan synthase subunit beta	401	0.0	P:GO:0000162 P:tryptophan biosynthetic process; F:GO:0004834 F:tryptophan synthase activity; P:GO:0006568 P:tryptophan metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; F:GO:0016829 F:lyase activity
NGJCOJPH_01457	Tryptophan synthase alpha chain (EC 4.2.1.20)	266	2.1559E-166	P:GO:0000162 P:tryptophan biosynthetic process; F:GO:0004834 F:tryptophan synthase activity; P:GO:0006568 P:tryptophan metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; F:GO:0016829 F:lyase activity
NGJCOJPH_01383	phosphoribosylanthranilate isomerase	202	3.96509E-132	P:GO:0000162 P:tryptophan biosynthetic process; F:GO:0004640 F:phosphoribosylanthranilate isomerase activity; P:GO:0006568 P:tryptophan metabolic process; P:GO:0008152 P:metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; F:GO:0016853 F:isomerase activity
NGJCOJPH_01549	indole-3-glycerol phosphate synthase TrpC	265	4.07672E-174	P:GO:0000162 P:tryptophan biosynthetic process; F:GO:0004425 F:indole-3-glycerol-phosphate synthase activity; P:GO:0006568 P:tryptophan metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; F:GO:0016829 F:lyase activity; F:GO:0016830 F:carbon-carbon lyase activity; F:GO:0016831 F:carboxy-lyase activity
NGJCOJPH_00025	anthranilate synthase component I	484	0.0	P:GO:0000162 P:tryptophan biosynthetic process; F:GO:0004049 F:anthranilate synthase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009058 P:biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; F:GO:0016829 F:lyase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00202	anthranilate phosphoribosyltransferase	354	0.0	P:GO:0000162 P:tryptophan biosynthetic process; F:GO:0004048 F:anthranilate phosphoribosyltransferase activity; P:GO:0009073 P:aromatic amino acid family biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016757 F:transferase activity, transferring glycosyl groups; F:GO:0016763 F:transferase activity, transferring pentosyl groups
NGJCOJPH_01401	Anthranilate phosphoribosyltransferase	339	0.0	P:GO:0000162 P:tryptophan biosynthetic process; F:GO:0000287 F:magnesium ion binding; F:GO:0004048 F:anthranilate phosphoribosyltransferase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016757 F:transferase activity, transferring glycosyl groups; F:GO:0016763 F:transferase activity, transferring pentosyl groups; F:GO:0046872 F:metal ion binding
NGJCOJPH_00751	response regulator	191	1.96935E-127	P:GO:0000160 P:phosphorelay signal transduction system; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0043565 F:sequence-specific DNA binding
NGJCOJPH_00452	Response regulator NasT	194	4.9592E-132	P:GO:0000160 P:phosphorelay signal transduction system; F:GO:0003723 F:RNA binding
NGJCOJPH_01472	response regulator	209	2.43245E-143	P:GO:0000160 P:phosphorelay signal transduction system; F:GO:0003677 F:DNA binding; P:GO:0006355 P:regulation of transcription, DNA-templated
NGJCOJPH_00846	sigma-54-dependent Fis family transcriptional regulator	447	0.0	P:GO:0000160 P:phosphorelay signal transduction system; F:GO:0000166 F:nucleotide binding; F:GO:0003677 F:DNA binding; F:GO:0005524 F:ATP binding; P:GO:0006355 P:regulation of transcription, DNA-templated; F:GO:0043565 F:sequence-specific DNA binding
NGJCOJPH_01048	protein-L-isoaspartate O-methyltransferase	217	2.69854E-154	P:GO:0000154 P:rRNA modification; F:GO:0000179 F:rRNA (adenine-N6,N6-)-dimethyltransferase activity; F:GO:0004719 F:protein-L-isoaspartate (D-aspartate) O-methyltransferase activity; P:GO:0006479 P:protein methylation; F:GO:0008168 F:methyltransferase activity; F:GO:0008649 F:rRNA methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0019538 P:protein metabolic process; P:GO:0031167 P:rRNA methylation; P:GO:0032259 P:methylation; P:GO:0036211 P:protein modification process
NGJCOJPH_00350	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	250	6.92639E-167	P:GO:0000154 P:rRNA modification; F:GO:0000179 F:rRNA (adenine-N6,N6-)-dimethyltransferase activity; F:GO:0003723 F:RNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006364 P:rRNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0008649 F:rRNA methyltransferase activity; F:GO:0016433 F:rRNA (adenine) methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0031167 P:rRNA methylation; P:GO:0032259 P:methylation; F:GO:0052908 F:16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity
NGJCOJPH_00474	CDP-alcohol phosphatidyltransferase family protein	188	6.56218E-110	P:GO:0000105 P:histidine biosynthetic process; P:GO:0006526 P:arginine biosynthetic process; P:GO:0006629 P:lipid metabolic process; F:GO:0008444 F:CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity; P:GO:0008654 P:phospholipid biosynthetic process; P:GO:0009244 P:lipopolysaccharide core region biosynthetic process; P:GO:0009252 P:peptidoglycan biosynthetic process; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016740 F:transferase activity; F:GO:0016780 F:phosphotransferase activity, for other substituted phosphate groups
NGJCOJPH_01028	imidazoleglycerol-phosphate dehydratase HisB	192	3.01911E-134	P:GO:0000105 P:histidine biosynthetic process; F:GO:0004424 F:imidazoleglycerol-phosphate dehydratase activity; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016829 F:lyase activity
NGJCOJPH_00278	histidinol dehydrogenase	439	0.0	P:GO:0000105 P:histidine biosynthetic process; F:GO:0004399 F:histidinol dehydrogenase activity; F:GO:0008270 F:zinc ion binding; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0016616 F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:GO:0046872 F:metal ion binding; F:GO:0051287 F:NAD binding
NGJCOJPH_01067	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	243	2.74692E-169	P:GO:0000105 P:histidine biosynthetic process; F:GO:0003949 F:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016853 F:isomerase activity; P:GO:0044238 P:primary metabolic process; P:GO:0044249 P:cellular biosynthetic process; P:GO:1901576 P:organic substance biosynthetic process
NGJCOJPH_01533	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	284	0.0	P:GO:0000105 P:histidine biosynthetic process; F:GO:0003824 F:catalytic activity; F:GO:0004477 F:methenyltetrahydrofolate cyclohydrolase activity; F:GO:0004486 F:methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity; F:GO:0004488 F:methylenetetrahydrofolate dehydrogenase (NADP+) activity; P:GO:0006164 P:purine nucleotide biosynthetic process; P:GO:0006730 P:one-carbon metabolic process; P:GO:0008152 P:metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009086 P:methionine biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0016787 F:hydrolase activity; P:GO:0035999 P:tetrahydrofolate interconversion
NGJCOJPH_00893	histidinol-phosphate transaminase	354	0.0	P:GO:0000105 P:histidine biosynthetic process; F:GO:0003824 F:catalytic activity; F:GO:0004400 F:histidinol-phosphate transaminase activity; F:GO:0008483 F:transaminase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009058 P:biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0030170 F:pyridoxal phosphate binding
NGJCOJPH_01033	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	353	0.0	P:GO:0000105 P:histidine biosynthetic process; F:GO:0003824 F:catalytic activity; F:GO:0004400 F:histidinol-phosphate transaminase activity; F:GO:0008483 F:transaminase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009058 P:biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0030170 F:pyridoxal phosphate binding
NGJCOJPH_00447	Phosphoribosyl-AMP cyclohydrolase	126	6.83204E-80	P:GO:0000105 P:histidine biosynthetic process; F:GO:0000287 F:magnesium ion binding; F:GO:0004635 F:phosphoribosyl-AMP cyclohydrolase activity; C:GO:0005737 C:cytoplasm; F:GO:0008270 F:zinc ion binding; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00448	phosphoribosyl-ATP diphosphatase	105	3.27366E-62	P:GO:0000105 P:histidine biosynthetic process; F:GO:0000166 F:nucleotide binding; F:GO:0004636 F:phosphoribosyl-ATP diphosphatase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016787 F:hydrolase activity
NGJCOJPH_00279	ATP phosphoribosyltransferase	205	6.62044E-133	P:GO:0000105 P:histidine biosynthetic process; F:GO:0000166 F:nucleotide binding; F:GO:0003879 F:ATP phosphoribosyltransferase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016757 F:transferase activity, transferring glycosyl groups
NGJCOJPH_01027	imidazole glycerol phosphate synthase subunit HisH	205	2.96058E-144	P:GO:0000105 P:histidine biosynthetic process; F:GO:0000107 F:imidazoleglycerol-phosphate synthase activity; F:GO:0004359 F:glutaminase activity; C:GO:0005737 C:cytoplasm; P:GO:0006541 P:glutamine metabolic process; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016757 F:transferase activity, transferring glycosyl groups; F:GO:0016763 F:transferase activity, transferring pentosyl groups; F:GO:0016787 F:hydrolase activity; F:GO:0016829 F:lyase activity
NGJCOJPH_01179	imidazole glycerol phosphate synthase subunit HisF	257	1.46261E-174	P:GO:0000105 P:histidine biosynthetic process; F:GO:0000107 F:imidazoleglycerol-phosphate synthase activity; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016829 F:lyase activity; P:GO:0044238 P:primary metabolic process; P:GO:0044249 P:cellular biosynthetic process; P:GO:1901576 P:organic substance biosynthetic process
NGJCOJPH_00616	ATP phosphoribosyltransferase regulatory subunit	324	0.0	P:GO:0000105 P:histidine biosynthetic process; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016757 F:transferase activity, transferring glycosyl groups
NGJCOJPH_01426	sulfate adenylyltransferase	402	0.0	P:GO:0000103 P:sulfate assimilation; F:GO:0000166 F:nucleotide binding; F:GO:0004781 F:sulfate adenylyltransferase (ATP) activity; F:GO:0005524 F:ATP binding; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; P:GO:0070814 P:hydrogen sulfide biosynthetic process
NGJCOJPH_00263	50S ribosomal protein L20	119	2.60075E-74	P:GO:0000027 P:ribosomal large subunit assembly; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01014	DEAD/DEAH box helicase	608	0.0	P:GO:0000027 P:ribosomal large subunit assembly; F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0003724 F:RNA helicase activity; F:GO:0004386 F:helicase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006401 P:RNA catabolic process; F:GO:0016787 F:hydrolase activity; F:GO:0016853 F:isomerase activity; F:GO:0016887 F:ATPase activity; P:GO:0070417 P:cellular response to cold
NGJCOJPH_00745	translational GTPase TypA	605	0.0	P:GO:0000027 P:ribosomal large subunit assembly; F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0003723 F:RNA binding; F:GO:0003924 F:GTPase activity; F:GO:0005525 F:GTP binding; C:GO:0005737 C:cytoplasm; F:GO:0016787 F:hydrolase activity; F:GO:0019843 F:rRNA binding; P:GO:0042254 P:ribosome biogenesis; F:GO:0043022 F:ribosome binding; F:GO:0097216 F:guanosine tetraphosphate binding
NGJCOJPH_01446	Glutaredoxin 3	79	4.81715E-50	F:GO:0097573 F:glutathione oxidoreductase activity
NGJCOJPH_00598	2Fe-2S iron-sulfur cluster binding domain-containing protein	87	9.63356E-52	F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051537 F:2 iron, 2 sulfur cluster binding
NGJCOJPH_01069	VOC family protein	143	9.12815E-96	F:GO:0051213 F:dioxygenase activity
NGJCOJPH_01065	CBS domain-containing protein	282	0.0	F:GO:0050660 F:flavin adenine dinucleotide binding
