transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
TRINITY_DN101244_c0_g1_i1	TRINITY_DN101244_c0_g1_i1	446	213.59	9.00	17.24	11.85	100.00
TRINITY_DN101246_c0_g1_i1	TRINITY_DN101246_c0_g1_i1	483	250.52	5.00	8.16	5.62	100.00
TRINITY_DN101251_c0_g1_i1	TRINITY_DN101251_c0_g1_i1	1725	1492.36	22.00	6.03	4.15	100.00
TRINITY_DN101267_c0_g1_i1	TRINITY_DN101267_c0_g1_i1	596	363.41	10.00	11.26	7.74	100.00
TRINITY_DN10126_c0_g1_i2	TRINITY_DN10126_c0_g1_i2	1303	1070.36	128.00	48.92	33.64	100.00
TRINITY_DN101272_c0_g1_i1	TRINITY_DN101272_c0_g1_i1	910	677.36	18.00	10.87	7.48	100.00
TRINITY_DN101273_c0_g1_i1	TRINITY_DN101273_c0_g1_i1	358	126.05	3.00	9.74	6.70	100.00
TRINITY_DN101274_c0_g1_i1	TRINITY_DN101274_c0_g1_i1	476	243.53	3.00	5.04	3.47	100.00
TRINITY_DN10127_c0_g4_i1	TRINITY_DN10127_c0_g4_i1	1307	1074.36	39.00	14.85	10.21	100.00
TRINITY_DN101291_c0_g1_i1	TRINITY_DN101291_c0_g1_i1	485	252.52	4.00	6.48	4.46	100.00
TRINITY_DN1012_c0_g1_i6	TRINITY_DN1012_c0_g1_i6	5210	4977.36	1401.00	115.14	79.19	100.00
TRINITY_DN101304_c0_g1_i1	TRINITY_DN101304_c0_g1_i1	781	548.36	12.00	8.95	6.16	100.00
TRINITY_DN10130_c0_g1_i2	TRINITY_DN10130_c0_g1_i2	845	612.36	15.00	10.02	6.89	100.00
TRINITY_DN101314_c0_g1_i1	TRINITY_DN101314_c0_g1_i1	1065	832.36	22.00	10.81	7.44	100.00
TRINITY_DN101315_c0_g1_i1	TRINITY_DN101315_c0_g1_i1	1374	1141.36	24.00	8.60	5.92	100.00
TRINITY_DN101319_c0_g1_i1	TRINITY_DN101319_c0_g1_i1	455	222.57	7.00	12.87	8.85	100.00
TRINITY_DN101324_c0_g1_i1	TRINITY_DN101324_c0_g1_i1	953	720.36	14.00	7.95	5.47	100.00
TRINITY_DN101325_c0_g1_i1	TRINITY_DN101325_c0_g1_i1	403	170.72	6.00	14.38	9.89	100.00
TRINITY_DN101327_c0_g1_i1	TRINITY_DN101327_c0_g1_i1	382	149.83	8.00	21.84	15.02	100.00
TRINITY_DN101338_c0_g1_i1	TRINITY_DN101338_c0_g1_i1	646	413.38	5.00	4.95	3.40	100.00
TRINITY_DN10133_c0_g1_i4	TRINITY_DN10133_c0_g1_i4	494	261.51	0.00	0.00	0.00	0.00
TRINITY_DN101344_c0_g1_i1	TRINITY_DN101344_c0_g1_i1	316	85.05	2.00	9.62	6.62	100.00
TRINITY_DN101351_c0_g1_i1	TRINITY_DN101351_c0_g1_i1	459	226.56	5.00	9.03	6.21	100.00
TRINITY_DN101364_c0_g1_i1	TRINITY_DN101364_c0_g1_i1	597	364.41	10.00	11.23	7.72	100.00
TRINITY_DN101366_c0_g1_i1	TRINITY_DN101366_c0_g1_i1	406	173.71	8.00	18.84	12.96	100.00
TRINITY_DN101373_c0_g1_i1	TRINITY_DN101373_c0_g1_i1	454	221.57	10.00	18.46	12.70	100.00
TRINITY_DN101374_c0_g1_i1	TRINITY_DN101374_c0_g1_i1	564	331.43	12.00	14.81	10.19	100.00
TRINITY_DN101388_c0_g1_i1	TRINITY_DN101388_c0_g1_i1	322	90.81	2.00	9.01	6.20	100.00
TRINITY_DN10138_c0_g1_i2	TRINITY_DN10138_c0_g1_i2	477	244.53	5.00	8.36	5.75	100.00
TRINITY_DN101392_c0_g1_i1	TRINITY_DN101392_c0_g1_i1	407	174.70	3.00	7.02	4.83	100.00
TRINITY_DN101400_c0_g1_i1	TRINITY_DN101400_c0_g1_i1	553	320.44	8.00	10.21	7.02	100.00
TRINITY_DN101403_c0_g1_i1	TRINITY_DN101403_c0_g1_i1	470	237.54	2.00	3.44	2.37	100.00
TRINITY_DN101409_c0_g1_i1	TRINITY_DN101409_c0_g1_i1	859	626.36	10.00	6.53	4.49	100.00
TRINITY_DN10140_c3_g1_i3	TRINITY_DN10140_c3_g1_i3	1081	848.36	13.00	6.27	4.31	100.00
TRINITY_DN101421_c0_g1_i1	TRINITY_DN101421_c0_g1_i1	505	272.49	8.00	12.01	8.26	100.00
TRINITY_DN101428_c0_g1_i1	TRINITY_DN101428_c0_g1_i1	753	520.37	17.00	13.36	9.19	100.00
TRINITY_DN101438_c0_g1_i1	TRINITY_DN101438_c0_g1_i1	692	459.37	25.00	22.26	15.31	100.00
TRINITY_DN101440_c0_g1_i1	TRINITY_DN101440_c0_g1_i1	338	106.37	2.00	7.69	5.29	100.00
TRINITY_DN101463_c0_g1_i1	TRINITY_DN101463_c0_g1_i1	427	194.64	6.00	12.61	8.67	100.00
TRINITY_DN101489_c0_g1_i1	TRINITY_DN101489_c0_g1_i1	438	205.61	3.00	5.97	4.10	100.00
TRINITY_DN101490_c0_g1_i1	TRINITY_DN101490_c0_g1_i1	610	377.40	13.00	14.09	9.69	100.00
TRINITY_DN101494_c0_g1_i2	TRINITY_DN101494_c0_g1_i2	678	445.37	8.00	7.35	5.05	100.00
TRINITY_DN101499_c0_g1_i1	TRINITY_DN101499_c0_g1_i1	400	167.73	3.00	7.32	5.03	100.00
TRINITY_DN101500_c0_g1_i1	TRINITY_DN101500_c0_g1_i1	461	228.56	5.00	8.95	6.15	100.00
TRINITY_DN101508_c0_g1_i1	TRINITY_DN101508_c0_g1_i1	458	225.56	6.00	10.88	7.48	100.00
TRINITY_DN101515_c0_g1_i1	TRINITY_DN101515_c0_g1_i1	338	106.37	3.00	11.54	7.93	100.00
TRINITY_DN101516_c0_g1_i1	TRINITY_DN101516_c0_g1_i1	1001	768.36	22.00	11.71	8.06	100.00
TRINITY_DN10151_c0_g1_i4	TRINITY_DN10151_c0_g1_i4	397	164.75	1.00	2.48	1.71	100.00
TRINITY_DN101537_c0_g1_i1	TRINITY_DN101537_c0_g1_i1	450	217.58	5.00	9.40	6.47	100.00
TRINITY_DN101540_c0_g1_i1	TRINITY_DN101540_c0_g1_i1	802	569.36	9.00	6.47	4.45	100.00
TRINITY_DN101545_c0_g1_i1	TRINITY_DN101545_c0_g1_i1	598	365.41	7.00	7.84	5.39	100.00
TRINITY_DN101547_c0_g1_i1	TRINITY_DN101547_c0_g1_i1	405	172.71	4.00	9.47	6.52	100.00
TRINITY_DN101556_c0_g1_i1	TRINITY_DN101556_c0_g1_i1	311	80.28	8.00	40.76	28.04	100.00
TRINITY_DN101578_c0_g1_i1	TRINITY_DN101578_c0_g1_i1	538	305.45	8.00	10.71	7.37	100.00
TRINITY_DN101591_c0_g1_i1	TRINITY_DN101591_c0_g1_i1	1143	910.36	18.00	8.09	5.56	100.00
TRINITY_DN10159_c0_g1_i1	TRINITY_DN10159_c0_g1_i1	367	134.95	8.00	24.25	16.68	100.00
TRINITY_DN101611_c0_g1_i1	TRINITY_DN101611_c0_g1_i1	1125	892.36	20.00	9.17	6.31	100.00
TRINITY_DN101618_c0_g1_i1	TRINITY_DN101618_c0_g1_i1	960	727.36	43.00	24.18	16.63	100.00
TRINITY_DN101624_c0_g1_i1	TRINITY_DN101624_c0_g1_i1	703	470.37	11.00	9.57	6.58	100.00
TRINITY_DN101627_c0_g1_i1	TRINITY_DN101627_c0_g1_i1	809	576.36	12.00	8.52	5.86	100.00
TRINITY_DN101639_c0_g1_i1	TRINITY_DN101639_c0_g1_i1	969	736.36	19.00	10.55	7.26	100.00
TRINITY_DN101641_c0_g1_i1	TRINITY_DN101641_c0_g1_i1	434	201.62	2.00	4.06	2.79	100.00
TRINITY_DN101644_c0_g1_i1	TRINITY_DN101644_c0_g1_i1	325	93.71	6.00	26.19	18.01	100.00
TRINITY_DN101648_c0_g1_i1	TRINITY_DN101648_c0_g1_i1	375	142.88	4.00	11.45	7.88	100.00
TRINITY_DN10164_c0_g1_i2	TRINITY_DN10164_c0_g1_i2	788	555.36	14.00	10.31	7.09	100.00
TRINITY_DN101655_c0_g1_i1	TRINITY_DN101655_c0_g1_i1	618	385.40	5.00	5.31	3.65	100.00
TRINITY_DN10165_c0_g1_i5	TRINITY_DN10165_c0_g1_i5	398	165.74	0.00	0.00	0.00	0.00
TRINITY_DN101660_c0_g1_i1	TRINITY_DN101660_c0_g1_i1	757	524.37	11.00	8.58	5.90	100.00
TRINITY_DN101670_c0_g1_i1	TRINITY_DN101670_c0_g1_i1	393	160.77	9.00	22.90	15.75	100.00
TRINITY_DN101671_c0_g1_i1	TRINITY_DN101671_c0_g1_i1	744	511.37	9.00	7.20	4.95	100.00
TRINITY_DN101673_c0_g1_i1	TRINITY_DN101673_c0_g1_i1	1293	1060.36	30.00	11.57	7.96	100.00
TRINITY_DN101688_c0_g1_i1	TRINITY_DN101688_c0_g1_i1	968	735.36	16.00	8.90	6.12	100.00
TRINITY_DN101694_c0_g1_i1	TRINITY_DN101694_c0_g1_i1	580	347.42	5.00	5.89	4.05	100.00
TRINITY_DN101695_c0_g1_i1	TRINITY_DN101695_c0_g1_i1	410	177.69	3.00	6.91	4.75	100.00
TRINITY_DN1016_c3_g1_i3	TRINITY_DN1016_c3_g1_i3	2467	2234.36	741.00	135.66	93.30	100.00
TRINITY_DN1016_c4_g1_i1	TRINITY_DN1016_c4_g1_i1	1034	801.36	38.00	19.40	13.34	100.00
TRINITY_DN101707_c0_g1_i1	TRINITY_DN101707_c0_g1_i1	586	353.41	19.00	21.99	15.13	100.00
TRINITY_DN101709_c0_g1_i1	TRINITY_DN101709_c0_g1_i1	394	161.76	4.00	10.12	6.96	100.00
TRINITY_DN101711_c0_g1_i1	TRINITY_DN101711_c0_g1_i1	318	86.96	2.00	9.41	6.47	100.00
TRINITY_DN101740_c0_g1_i1	TRINITY_DN101740_c0_g1_i1	469	236.54	6.00	10.38	7.14	100.00
TRINITY_DN101750_c0_g1_i1	TRINITY_DN101750_c0_g1_i1	467	234.55	5.00	8.72	6.00	100.00
TRINITY_DN101758_c0_g1_i1	TRINITY_DN101758_c0_g1_i1	347	115.20	4.00	14.20	9.77	100.00
TRINITY_DN101767_c0_g1_i1	TRINITY_DN101767_c0_g1_i1	512	279.48	7.00	10.25	7.05	100.00
TRINITY_DN101772_c0_g1_i1	TRINITY_DN101772_c0_g1_i1	516	283.48	7.00	10.10	6.95	100.00
TRINITY_DN101774_c0_g1_i1	TRINITY_DN101774_c0_g1_i1	391	158.78	5.00	12.88	8.86	100.00
TRINITY_DN10177_c0_g1_i1	TRINITY_DN10177_c0_g1_i1	756	523.37	15.00	11.72	8.06	100.00
TRINITY_DN101780_c0_g1_i1	TRINITY_DN101780_c0_g1_i1	1321	1088.36	78.00	29.32	20.16	100.00
TRINITY_DN101783_c0_g1_i1	TRINITY_DN101783_c0_g1_i1	559	326.43	9.00	11.28	7.76	100.00
TRINITY_DN101793_c0_g1_i1	TRINITY_DN101793_c0_g1_i1	787	554.36	13.00	9.59	6.60	100.00
TRINITY_DN1017_c0_g1_i4	TRINITY_DN1017_c0_g1_i4	392	159.77	4.00	10.24	7.04	100.00
TRINITY_DN101800_c0_g1_i1	TRINITY_DN101800_c0_g1_i1	357	125.06	3.00	9.81	6.75	100.00
TRINITY_DN101804_c0_g1_i2	TRINITY_DN101804_c0_g1_i2	694	461.37	48.00	42.56	29.27	100.00
TRINITY_DN101808_c0_g1_i1	TRINITY_DN101808_c0_g1_i1	1178	945.36	34.00	14.71	10.12	100.00
TRINITY_DN101809_c0_g1_i1	TRINITY_DN101809_c0_g1_i1	530	297.46	5.00	6.88	4.73	100.00
TRINITY_DN10180_c0_g1_i4	TRINITY_DN10180_c0_g1_i4	719	486.37	1.00	0.84	0.58	100.00
TRINITY_DN101820_c0_g1_i1	TRINITY_DN101820_c0_g1_i1	597	364.41	7.00	7.86	5.40	100.00
TRINITY_DN101823_c0_g1_i1	TRINITY_DN101823_c0_g1_i1	419	186.66	3.00	6.57	4.52	100.00
TRINITY_DN101831_c0_g1_i1	TRINITY_DN101831_c0_g1_i1	374	141.89	4.00	11.53	7.93	100.00
TRINITY_DN101834_c0_g1_i1	TRINITY_DN101834_c0_g1_i1	665	432.37	15.00	14.19	9.76	100.00
TRINITY_DN101839_c0_g1_i1	TRINITY_DN101839_c0_g1_i1	466	233.55	7.00	12.26	8.43	100.00
TRINITY_DN10183_c0_g2_i2	TRINITY_DN10183_c0_g2_i2	1042	809.36	10.00	5.05	3.48	100.00
TRINITY_DN10183_c1_g1_i3	TRINITY_DN10183_c1_g1_i3	1510	1277.36	51.00	16.33	11.23	100.00
TRINITY_DN101842_c0_g1_i1	TRINITY_DN101842_c0_g1_i1	697	464.37	20.00	17.62	12.12	100.00
TRINITY_DN101847_c0_g1_i1	TRINITY_DN101847_c0_g1_i1	424	191.64	7.00	14.94	10.28	100.00
TRINITY_DN101849_c0_g1_i1	TRINITY_DN101849_c0_g1_i1	706	473.37	16.00	13.83	9.51	100.00
TRINITY_DN101860_c0_g1_i1	TRINITY_DN101860_c0_g1_i1	346	114.22	4.00	14.33	9.85	100.00
TRINITY_DN10186_c0_g2_i3	TRINITY_DN10186_c0_g2_i3	542	309.45	5.00	6.61	4.55	100.00
TRINITY_DN10186_c1_g1_i1	TRINITY_DN10186_c1_g1_i1	452	219.58	0.00	0.00	0.00	0.00
TRINITY_DN101872_c0_g1_i1	TRINITY_DN101872_c0_g1_i1	574	341.42	9.00	10.78	7.42	100.00
TRINITY_DN10187_c0_g1_i9	TRINITY_DN10187_c0_g1_i9	8190	7957.36	1695.00	87.13	59.93	100.00
TRINITY_DN10187_c0_g2_i7	TRINITY_DN10187_c0_g2_i7	958	725.36	15.00	8.46	5.82	100.00
TRINITY_DN10187_c1_g1_i1	TRINITY_DN10187_c1_g1_i1	824	591.36	10.00	6.92	4.76	100.00
TRINITY_DN101880_c0_g1_i1	TRINITY_DN101880_c0_g1_i1	944	711.36	20.00	11.50	7.91	100.00
TRINITY_DN101885_c0_g1_i1	TRINITY_DN101885_c0_g1_i1	699	466.37	8.00	7.02	4.83	100.00
TRINITY_DN1018_c3_g1_i2	TRINITY_DN1018_c3_g1_i2	571	338.42	7.00	8.46	5.82	100.00
TRINITY_DN101900_c0_g1_i1	TRINITY_DN101900_c0_g1_i1	333	101.49	4.00	16.12	11.09	100.00
TRINITY_DN101907_c0_g1_i1	TRINITY_DN101907_c0_g1_i1	451	218.58	4.00	7.49	5.15	100.00
TRINITY_DN10190_c1_g1_i15	TRINITY_DN10190_c1_g1_i15	1048	815.36	21.00	10.54	7.25	100.00
TRINITY_DN10191_c0_g1_i3	TRINITY_DN10191_c0_g1_i3	804	571.36	1.00	0.72	0.49	100.00
TRINITY_DN101932_c0_g1_i1	TRINITY_DN101932_c0_g1_i1	553	320.44	15.00	19.15	13.17	100.00
TRINITY_DN101936_c0_g1_i1	TRINITY_DN101936_c0_g1_i1	542	309.45	7.00	9.25	6.36	100.00
TRINITY_DN101949_c0_g1_i1	TRINITY_DN101949_c0_g1_i1	330	98.56	3.00	12.45	8.56	100.00
TRINITY_DN101959_c0_g1_i1	TRINITY_DN101959_c0_g1_i1	538	305.45	6.00	8.04	5.53	100.00
TRINITY_DN101965_c0_g1_i1	TRINITY_DN101965_c0_g1_i1	860	627.36	18.00	11.74	8.07	100.00
TRINITY_DN10196_c0_g1_i1	TRINITY_DN10196_c0_g1_i1	520	287.47	8.00	11.38	7.83	100.00
TRINITY_DN10196_c1_g1_i1	TRINITY_DN10196_c1_g1_i1	559	326.43	14.00	17.54	12.07	100.00
TRINITY_DN10197_c0_g1_i10	TRINITY_DN10197_c0_g1_i10	846	613.36	22.00	14.67	10.09	100.00
TRINITY_DN101982_c0_g1_i1	TRINITY_DN101982_c0_g1_i1	408	175.70	3.00	6.98	4.80	100.00
TRINITY_DN1019_c0_g2_i7	TRINITY_DN1019_c0_g2_i7	2817	2584.36	3301.00	522.49	359.35	100.00
TRINITY_DN102006_c0_g1_i1	TRINITY_DN102006_c0_g1_i1	298	68.10	2.00	12.01	8.26	100.00
TRINITY_DN10200_c1_g1_i3	TRINITY_DN10200_c1_g1_i3	360	128.02	6.00	19.17	13.19	100.00
TRINITY_DN102019_c0_g1_i1	TRINITY_DN102019_c0_g1_i1	494	261.51	3.00	4.69	3.23	100.00
TRINITY_DN10201_c0_g1_i1	TRINITY_DN10201_c0_g1_i1	407	174.70	0.00	0.00	0.00	0.00
TRINITY_DN102022_c0_g1_i1	TRINITY_DN102022_c0_g1_i1	604	371.40	12.00	13.22	9.09	100.00
TRINITY_DN102028_c0_g1_i1	TRINITY_DN102028_c0_g1_i1	486	253.52	6.00	9.68	6.66	100.00
TRINITY_DN102035_c0_g1_i1	TRINITY_DN102035_c0_g1_i1	510	277.48	6.00	8.85	6.08	100.00
TRINITY_DN102038_c0_g1_i1	TRINITY_DN102038_c0_g1_i1	350	118.15	2.00	6.92	4.76	100.00
TRINITY_DN10203_c1_g1_i1	TRINITY_DN10203_c1_g1_i1	1010	777.36	44.00	23.15	15.92	100.00
TRINITY_DN102049_c0_g1_i2	TRINITY_DN102049_c0_g1_i2	456	223.57	5.00	9.15	6.29	100.00
TRINITY_DN10204_c0_g1_i5	TRINITY_DN10204_c0_g1_i5	1435	1202.36	117.00	39.81	27.38	100.00
TRINITY_DN10205_c3_g3_i1	TRINITY_DN10205_c3_g3_i1	407	174.70	26.00	60.88	41.87	100.00
TRINITY_DN102060_c0_g1_i1	TRINITY_DN102060_c0_g1_i1	1063	830.36	16.00	7.88	5.42	100.00
TRINITY_DN102078_c0_g1_i1	TRINITY_DN102078_c0_g1_i1	577	344.42	8.00	9.50	6.53	100.00
TRINITY_DN10207_c0_g1_i1	TRINITY_DN10207_c0_g1_i1	2232	1999.36	508.00	103.93	71.48	100.00
TRINITY_DN10207_c1_g1_i1	TRINITY_DN10207_c1_g1_i1	632	399.39	15.00	15.36	10.57	100.00
TRINITY_DN10207_c1_g2_i5	TRINITY_DN10207_c1_g2_i5	2944	2711.36	278.00	41.94	28.85	100.00
TRINITY_DN102083_c0_g1_i1	TRINITY_DN102083_c0_g1_i1	461	228.56	5.00	8.95	6.15	100.00
TRINITY_DN10211_c0_g1_i5	TRINITY_DN10211_c0_g1_i5	430	197.63	0.00	0.00	0.00	0.00
TRINITY_DN102120_c0_g1_i1	TRINITY_DN102120_c0_g1_i1	498	265.50	4.00	6.16	4.24	100.00
TRINITY_DN102129_c0_g1_i1	TRINITY_DN102129_c0_g1_i1	568	335.43	6.00	7.32	5.03	100.00
TRINITY_DN10214_c1_g1_i1	TRINITY_DN10214_c1_g1_i1	576	343.42	5.00	5.96	4.10	100.00
TRINITY_DN102153_c0_g1_i2	TRINITY_DN102153_c0_g1_i2	1046	813.36	46.00	23.13	15.91	100.00
TRINITY_DN102158_c0_g1_i1	TRINITY_DN102158_c0_g1_i1	380	147.84	3.00	8.30	5.71	100.00
TRINITY_DN10218_c2_g1_i2	TRINITY_DN10218_c2_g1_i2	1197	964.36	34.00	14.42	9.92	100.00
TRINITY_DN10218_c4_g2_i1	TRINITY_DN10218_c4_g2_i1	918	685.36	16.00	9.55	6.57	100.00
TRINITY_DN102191_c0_g1_i1	TRINITY_DN102191_c0_g1_i1	597	364.41	6.00	6.74	4.63	100.00
TRINITY_DN102212_c0_g1_i1	TRINITY_DN102212_c0_g1_i1	389	156.79	2.00	5.22	3.59	100.00
TRINITY_DN102234_c0_g1_i1	TRINITY_DN102234_c0_g1_i1	364	131.98	3.00	9.30	6.40	100.00
TRINITY_DN102244_c0_g1_i1	TRINITY_DN102244_c0_g1_i1	1138	905.36	20.00	9.04	6.21	100.00
TRINITY_DN102265_c0_g1_i1	TRINITY_DN102265_c0_g1_i1	830	597.36	22.00	15.07	10.36	100.00
TRINITY_DN102279_c0_g1_i1	TRINITY_DN102279_c0_g1_i1	700	467.37	8.00	7.00	4.82	100.00
TRINITY_DN102280_c0_g1_i1	TRINITY_DN102280_c0_g1_i1	399	166.74	8.00	19.63	13.50	100.00
TRINITY_DN102288_c0_g1_i1	TRINITY_DN102288_c0_g1_i1	350	118.15	2.00	6.92	4.76	100.00
TRINITY_DN10228_c0_g1_i8	TRINITY_DN10228_c0_g1_i8	460	227.56	0.00	0.00	0.00	0.00
TRINITY_DN102290_c0_g1_i1	TRINITY_DN102290_c0_g1_i1	436	203.61	3.00	6.03	4.15	100.00
TRINITY_DN1022_c0_g2_i2	TRINITY_DN1022_c0_g2_i2	1770	1537.36	211.00	56.14	38.61	100.00
TRINITY_DN1022_c2_g1_i1	TRINITY_DN1022_c2_g1_i1	1846	1613.36	157.00	39.81	27.38	100.00
TRINITY_DN102303_c0_g1_i1	TRINITY_DN102303_c0_g1_i1	364	131.98	3.00	9.30	6.40	100.00
TRINITY_DN10230_c0_g1_i1	TRINITY_DN10230_c0_g1_i1	335	103.44	0.00	0.00	0.00	0.00
TRINITY_DN102310_c0_g1_i1	TRINITY_DN102310_c0_g1_i1	849	616.36	17.00	11.28	7.76	100.00
TRINITY_DN102314_c0_g1_i1	TRINITY_DN102314_c0_g1_i1	726	493.37	11.00	9.12	6.27	100.00
TRINITY_DN10231_c0_g1_i4	TRINITY_DN10231_c0_g1_i4	391	158.78	5.00	12.88	8.86	100.00
TRINITY_DN10232_c1_g1_i2	TRINITY_DN10232_c1_g1_i2	410	177.69	15.00	34.53	23.75	100.00
TRINITY_DN102332_c0_g1_i1	TRINITY_DN102332_c0_g1_i1	382	149.83	1.00	2.73	1.88	100.00
TRINITY_DN10233_c1_g1_i2	TRINITY_DN10233_c1_g1_i2	1477	1244.36	30.00	9.86	6.78	100.00
TRINITY_DN102340_c0_g1_i1	TRINITY_DN102340_c0_g1_i1	398	165.74	3.00	7.40	5.09	100.00
TRINITY_DN102345_c0_g1_i1	TRINITY_DN102345_c0_g1_i1	735	502.37	6.00	4.89	3.36	100.00
TRINITY_DN102397_c0_g1_i1	TRINITY_DN102397_c0_g1_i1	612	379.40	14.00	15.09	10.38	100.00
TRINITY_DN1023_c0_g1_i1	TRINITY_DN1023_c0_g1_i1	491	258.51	41.00	64.88	44.62	100.00
TRINITY_DN102403_c0_g1_i1	TRINITY_DN102403_c0_g1_i1	425	192.64	7.00	14.86	10.22	100.00
TRINITY_DN10240_c1_g1_i1	TRINITY_DN10240_c1_g1_i1	698	465.37	21.00	18.46	12.70	100.00
TRINITY_DN102410_c0_g1_i1	TRINITY_DN102410_c0_g1_i1	444	211.59	3.00	5.80	3.99	100.00
TRINITY_DN102442_c0_g1_i1	TRINITY_DN102442_c0_g1_i1	431	198.63	8.00	16.48	11.33	100.00
TRINITY_DN102445_c0_g1_i1	TRINITY_DN102445_c0_g1_i1	956	723.36	13.00	7.35	5.06	100.00
TRINITY_DN102449_c0_g1_i1	TRINITY_DN102449_c0_g1_i1	361	129.01	9.00	28.54	19.63	100.00
TRINITY_DN10244_c0_g1_i4	TRINITY_DN10244_c0_g1_i4	492	259.51	0.00	0.00	0.00	0.00
TRINITY_DN102456_c0_g1_i1	TRINITY_DN102456_c0_g1_i1	341	109.31	6.00	22.45	15.44	100.00
TRINITY_DN102458_c0_g1_i1	TRINITY_DN102458_c0_g1_i1	596	363.41	10.00	11.26	7.74	100.00
TRINITY_DN102467_c0_g1_i1	TRINITY_DN102467_c0_g1_i1	739	506.37	13.00	10.50	7.22	100.00
TRINITY_DN102471_c0_g1_i1	TRINITY_DN102471_c0_g1_i1	495	262.50	6.00	9.35	6.43	100.00
TRINITY_DN102478_c0_g1_i1	TRINITY_DN102478_c0_g1_i1	405	172.71	3.00	7.11	4.89	100.00
TRINITY_DN102501_c0_g1_i1	TRINITY_DN102501_c0_g1_i1	488	255.51	11.00	17.61	12.11	100.00
TRINITY_DN102504_c0_g1_i1	TRINITY_DN102504_c0_g1_i1	587	354.41	3.00	3.46	2.38	100.00
TRINITY_DN102512_c0_g1_i1	TRINITY_DN102512_c0_g1_i1	357	125.06	2.00	6.54	4.50	100.00
TRINITY_DN102521_c0_g1_i1	TRINITY_DN102521_c0_g1_i1	739	506.37	16.00	12.93	8.89	100.00
TRINITY_DN102522_c0_g1_i1	TRINITY_DN102522_c0_g1_i1	719	486.37	12.00	10.09	6.94	100.00
TRINITY_DN102527_c0_g1_i1	TRINITY_DN102527_c0_g1_i1	426	193.64	6.00	12.67	8.72	100.00
TRINITY_DN10252_c0_g1_i1	TRINITY_DN10252_c0_g1_i1	479	246.53	0.00	0.00	0.00	0.00
TRINITY_DN10253_c0_g2_i3	TRINITY_DN10253_c0_g2_i3	723	490.37	15.00	12.51	8.61	100.00
TRINITY_DN10254_c0_g1_i2	TRINITY_DN10254_c0_g1_i2	491	258.51	3.00	4.75	3.26	100.00
TRINITY_DN102553_c0_g1_i1	TRINITY_DN102553_c0_g1_i1	534	301.46	5.00	6.78	4.67	100.00
TRINITY_DN10255_c0_g1_i3	TRINITY_DN10255_c0_g1_i3	347	115.20	4.00	14.20	9.77	100.00
TRINITY_DN102560_c0_g1_i1	TRINITY_DN102560_c0_g1_i1	667	434.37	11.00	10.36	7.12	100.00
TRINITY_DN102561_c0_g1_i1	TRINITY_DN102561_c0_g1_i1	359	127.03	4.00	12.88	8.86	100.00
TRINITY_DN102564_c0_g1_i1	TRINITY_DN102564_c0_g1_i1	412	179.68	6.00	13.66	9.39	100.00
TRINITY_DN10256_c0_g1_i10	TRINITY_DN10256_c0_g1_i10	2338	2105.36	76.00	14.77	10.16	100.00
TRINITY_DN10257_c0_g1_i1	TRINITY_DN10257_c0_g1_i1	798	565.36	20.00	14.47	9.95	100.00
TRINITY_DN102580_c0_g1_i1	TRINITY_DN102580_c0_g1_i1	651	418.38	74.00	72.35	49.76	100.00
TRINITY_DN102593_c0_g1_i1	TRINITY_DN102593_c0_g1_i1	515	282.48	8.00	11.58	7.97	100.00
TRINITY_DN102596_c0_g1_i1	TRINITY_DN102596_c0_g1_i1	578	345.42	16.00	18.95	13.03	100.00
TRINITY_DN102618_c0_g1_i1	TRINITY_DN102618_c0_g1_i1	648	415.38	13.00	12.80	8.80	100.00
TRINITY_DN102620_c0_g1_i1	TRINITY_DN102620_c0_g1_i1	872	639.36	13.00	8.32	5.72	100.00
TRINITY_DN10262_c0_g1_i1	TRINITY_DN10262_c0_g1_i1	526	293.47	22.00	30.67	21.09	100.00
TRINITY_DN102634_c0_g1_i1	TRINITY_DN102634_c0_g1_i1	405	172.71	8.00	18.95	13.03	100.00
TRINITY_DN10263_c0_g1_i1	TRINITY_DN10263_c0_g1_i1	2197	1964.36	1757.00	365.88	251.64	100.00
TRINITY_DN10263_c1_g1_i9	TRINITY_DN10263_c1_g1_i9	491	258.51	12.00	18.99	13.06	100.00
TRINITY_DN102646_c0_g1_i1	TRINITY_DN102646_c0_g1_i1	383	150.82	3.00	8.14	5.60	100.00
TRINITY_DN102666_c0_g1_i1	TRINITY_DN102666_c0_g1_i1	320	88.89	2.00	9.20	6.33	100.00
TRINITY_DN102668_c0_g1_i1	TRINITY_DN102668_c0_g1_i1	400	167.73	3.00	7.32	5.03	100.00
TRINITY_DN10266_c4_g1_i1	TRINITY_DN10266_c4_g1_i1	554	321.44	7.00	8.91	6.13	100.00
TRINITY_DN102672_c0_g1_i1	TRINITY_DN102672_c0_g1_i1	463	230.55	5.00	8.87	6.10	100.00
TRINITY_DN102678_c0_g1_i1	TRINITY_DN102678_c0_g1_i1	322	90.81	4.00	18.02	12.39	100.00
TRINITY_DN102682_c0_g1_i1	TRINITY_DN102682_c0_g1_i1	594	361.41	5.00	5.66	3.89	100.00
TRINITY_DN102690_c0_g1_i1	TRINITY_DN102690_c0_g1_i1	350	118.15	4.00	13.85	9.52	100.00
