Gene_id	K
TRINITY_DN116033_c0_g1_i1.p1	K01280
TRINITY_DN11603_c0_g1_i2.p1	K12352
TRINITY_DN116059_c0_g1_i1.p1	K08544
TRINITY_DN116071_c0_g1_i1.p1	K10279
TRINITY_DN116078_c0_g1_i1.p1	K02374
TRINITY_DN116082_c0_g1_i1.p1	K04097
TRINITY_DN11608_c0_g1_i4.p1	K21988
TRINITY_DN11608_c0_g2_i2.p1	K10798
TRINITY_DN116096_c0_g1_i1.p1	K16777
TRINITY_DN116104_c0_g1_i1.p1	K24027
TRINITY_DN116125_c0_g1_i1.p1	K14787
TRINITY_DN116136_c0_g1_i2.p1	K09479
TRINITY_DN116141_c0_g1_i1.p1	K10300
TRINITY_DN116166_c0_g1_i1.p1	K12362
TRINITY_DN116174_c0_g1_i1.p1	K19656
TRINITY_DN116213_c0_g1_i2.p1	K08574
TRINITY_DN11624_c0_g1_i5.p1	K23886
TRINITY_DN116252_c0_g1_i1.p1	K02091
TRINITY_DN116263_c0_g1_i1.p1	K00810
TRINITY_DN116289_c0_g1_i1.p1	K10885
TRINITY_DN116298_c0_g1_i1.p1	K13956
TRINITY_DN116300_c0_g1_i1.p1	K01228
TRINITY_DN11632_c0_g1_i1.p1	K03064
TRINITY_DN11635_c1_g1_i2.p1	K20177
TRINITY_DN116392_c0_g1_i1.p1	K00128
TRINITY_DN116397_c0_g1_i1.p3	K00939
TRINITY_DN116431_c0_g1_i1.p1	K24748
TRINITY_DN116436_c0_g1_i1.p1	K19352
TRINITY_DN116483_c0_g1_i1.p1	K22869
TRINITY_DN116495_c0_g1_i1.p1	K09228
TRINITY_DN116521_c0_g1_i1.p1	K14429
TRINITY_DN116542_c0_g1_i1.p1	K11429
TRINITY_DN116571_c0_g1_i1.p1	K03022
TRINITY_DN116609_c0_g1_i1.p1	K13339
TRINITY_DN116614_c0_g1_i1.p1	K13517
TRINITY_DN116626_c0_g1_i1.p1	K08866
TRINITY_DN11664_c2_g1_i1.p1	K01011
TRINITY_DN11666_c0_g1_i1.p1	K00856
TRINITY_DN11667_c1_g1_i3.p1	K01070
TRINITY_DN116725_c0_g1_i1.p1	K11316
TRINITY_DN116737_c0_g1_i1.p1	K10299
TRINITY_DN116797_c0_g1_i1.p1	K08574
TRINITY_DN116804_c0_g1_i1.p1	K14649
TRINITY_DN116809_c0_g1_i1.p1	K26201
TRINITY_DN116814_c0_g1_i1.p1	K07908
TRINITY_DN116838_c0_g1_i1.p1	K14018
TRINITY_DN116842_c0_g1_i1.p1	K18161
TRINITY_DN116898_c0_g1_i1.p1	K13148
TRINITY_DN116923_c0_g1_i1.p1	K25551
TRINITY_DN116955_c0_g1_i1.p1	K11672
TRINITY_DN116961_c0_g1_i1.p1	K10457
TRINITY_DN116974_c0_g1_i1.p1	K16798
TRINITY_DN116997_c0_g1_i1.p1	K24939
TRINITY_DN116_c1_g1_i3.p1	K08515
TRINITY_DN117009_c0_g1_i1.p1	K04919
TRINITY_DN11702_c0_g1_i1.p1	K03024
TRINITY_DN11704_c0_g1_i1.p1	K17290
TRINITY_DN117083_c0_g1_i1.p1	K14523
TRINITY_DN117120_c0_g1_i1.p1	K22855
TRINITY_DN117151_c0_g1_i1.p2	K16479
TRINITY_DN117227_c0_g1_i1.p1	K07055
TRINITY_DN11722_c0_g1_i5.p1	K01517
TRINITY_DN11723_c1_g2_i2.p1	K12504
TRINITY_DN11723_c2_g1_i1.p1	K19937
TRINITY_DN117271_c0_g1_i1.p1	K11592
TRINITY_DN117280_c0_g1_i1.p1	K20175
TRINITY_DN11728_c0_g1_i11.p1	K17264
TRINITY_DN117306_c0_g1_i1.p1	K14611
TRINITY_DN117367_c0_g1_i1.p1	K14683
TRINITY_DN11745_c1_g1_i1.p1	K14683
TRINITY_DN11747_c0_g1_i2.p1	K15498
TRINITY_DN117497_c0_g1_i1.p1	K06057
TRINITY_DN117513_c0_g1_i1.p1	K20476
TRINITY_DN117559_c0_g1_i1.p1	K25371
TRINITY_DN117567_c0_g1_i1.p1	K18488
TRINITY_DN117583_c0_g1_i1.p1	K14310
TRINITY_DN1175_c0_g1_i4.p1	K04393
TRINITY_DN11760_c0_g3_i2.p1	K22564
TRINITY_DN117617_c0_g1_i1.p1	K20096
TRINITY_DN117676_c0_g1_i1.p1	K24762
TRINITY_DN117684_c0_g1_i1.p1	K04851
TRINITY_DN117707_c0_g1_i1.p1	K13172
TRINITY_DN117759_c0_g1_i1.p1	K08737
TRINITY_DN1177_c1_g1_i1.p1	K23781
TRINITY_DN117811_c0_g1_i1.p1	K25628
TRINITY_DN11791_c2_g1_i1.p1	K14784
TRINITY_DN117980_c0_g1_i1.p1	K08576
TRINITY_DN1179_c0_g1_i2.p1	K08111
TRINITY_DN117_c0_g1_i2.p1	K08738
TRINITY_DN11801_c0_g1_i4.p1	K23600
TRINITY_DN118030_c0_g1_i1.p1	K15276
TRINITY_DN118043_c0_g1_i1.p1	K10280
TRINITY_DN1180_c0_g2_i1.p1	K10886
TRINITY_DN118147_c0_g1_i1.p1	K18422
TRINITY_DN118167_c0_g1_i1.p1	K08880
TRINITY_DN118220_c0_g1_i1.p1	K10403
TRINITY_DN11824_c0_g1_i1.p1	K14157
TRINITY_DN11825_c0_g2_i1.p1	K10408
TRINITY_DN118264_c0_g1_i1.p1	K15177
TRINITY_DN118267_c0_g1_i1.p1	K04403
TRINITY_DN11832_c1_g1_i6.p1	K12026
TRINITY_DN11843_c0_g1_i2.p1	K00814
TRINITY_DN118474_c0_g1_i1.p1	K23113
TRINITY_DN118485_c0_g1_i1.p1	K03128
TRINITY_DN118492_c0_g1_i1.p1	K18341
TRINITY_DN11851_c0_g1_i26.p1	K10361
TRINITY_DN118524_c0_g1_i1.p1	K11843
TRINITY_DN118549_c0_g1_i1.p1	K15537
TRINITY_DN11854_c0_g1_i1.p1	K00710
TRINITY_DN1185_c2_g1_i1.p1	K02265
TRINITY_DN1185_c6_g1_i16.p1	K06820
TRINITY_DN11862_c0_g1_i1.p1	K12898
TRINITY_DN118694_c0_g1_i1.p1	K11436
TRINITY_DN1186_c0_g1_i1.p1	K03873
TRINITY_DN118726_c0_g1_i1.p1	K11876
TRINITY_DN118778_c0_g1_i1.p1	K01738
TRINITY_DN118816_c0_g1_i1.p1	K14555
TRINITY_DN118837_c0_g1_i1.p1	K15135
TRINITY_DN118898_c0_g1_i1.p3	K05692
TRINITY_DN118905_c0_g1_i1.p1	K05019
TRINITY_DN11895_c0_g1_i1.p1	K17290
TRINITY_DN118976_c0_g1_i1.p1	K16332
TRINITY_DN118986_c0_g1_i1.p1	K03142
TRINITY_DN118_c4_g1_i1.p1	K17095
TRINITY_DN11904_c0_g1_i3.p1	K18399
TRINITY_DN11906_c1_g1_i1.p1	K00826
TRINITY_DN11906_c3_g1_i13.p1	K12604
TRINITY_DN119081_c0_g1_i1.p1	K11108
TRINITY_DN119089_c0_g1_i1.p1	K20308
TRINITY_DN119122_c0_g1_i1.p1	K11844
TRINITY_DN11912_c0_g1_i1.p1	K23342
TRINITY_DN119208_c0_g1_i1.p1	K20825
TRINITY_DN119275_c0_g1_i1.p1	K15084
TRINITY_DN119286_c0_g1_i1.p1	K18050
TRINITY_DN11928_c1_g1_i3.p2	K02183
TRINITY_DN119290_c0_g1_i1.p1	K07424
TRINITY_DN11929_c1_g2_i1.p1	K11727
TRINITY_DN11929_c5_g1_i1.p1	K24864
TRINITY_DN1192_c0_g1_i2.p1	K15410
TRINITY_DN11937_c0_g1_i4.p1	K08834
TRINITY_DN11937_c0_g2_i4.p1	K17481
TRINITY_DN119392_c0_g1_i1.p1	K13147
TRINITY_DN119395_c0_g1_i1.p1	K16483
TRINITY_DN1193_c0_g1_i1.p1	K02885
TRINITY_DN11940_c0_g1_i3.p1	K08524
TRINITY_DN119436_c0_g1_i1.p1	K14156
TRINITY_DN119463_c0_g1_i1.p1	K14427
TRINITY_DN11947_c0_g1_i4.p1	K19874
TRINITY_DN119612_c0_g1_i1.p1	K10772
TRINITY_DN119684_c0_g1_i1.p1	K15523
TRINITY_DN1196_c0_g1_i12.p1	K08202
TRINITY_DN119754_c0_g1_i1.p1	K15789
TRINITY_DN119778_c0_g1_i1.p1	K15627
TRINITY_DN11977_c0_g2_i4.p1	K20392
TRINITY_DN1197_c0_g1_i2.p1	K23049
TRINITY_DN119813_c0_g1_i1.p1	K13207
TRINITY_DN119844_c0_g1_i1.p1	K23330
TRINITY_DN119895_c0_g1_i1.p1	K06062
TRINITY_DN11992_c2_g1_i1.p1	K18189
TRINITY_DN119_c3_g1_i3.p1	K23727
TRINITY_DN11_c0_g1_i1.p3	K01176
TRINITY_DN11_c1_g1_i2.p1	K00261
TRINITY_DN120041_c0_g1_i1.p1	K10277
TRINITY_DN120108_c0_g1_i2.p1	K09561
TRINITY_DN12013_c0_g1_i2.p1	K20462
TRINITY_DN120357_c0_g1_i1.p1	K09564
TRINITY_DN12037_c0_g1_i1.p1	K10205
TRINITY_DN120404_c0_g1_i1.p1	K13122
TRINITY_DN120440_c0_g1_i1.p1	K09228
TRINITY_DN120468_c0_g1_i1.p1	K15537
TRINITY_DN120491_c0_g1_i1.p1	K17580
TRINITY_DN120496_c0_g1_i1.p1	K12301
TRINITY_DN1204_c0_g1_i3.p1	K12667
TRINITY_DN1204_c25_g1_i1.p1	K15189
TRINITY_DN1204_c4_g1_i5.p1	K07525
TRINITY_DN1204_c9_g1_i3.p1	K12669
TRINITY_DN120540_c0_g1_i1.p1	K10771
TRINITY_DN12073_c2_g1_i1.p1	K00128
TRINITY_DN120760_c0_g1_i1.p1	K20051
TRINITY_DN120784_c0_g1_i1.p1	K05038
TRINITY_DN120825_c0_g1_i2.p1	K11140
TRINITY_DN121011_c0_g1_i1.p1	K02353
TRINITY_DN12112_c0_g1_i13.p1	K05702
TRINITY_DN12116_c1_g1_i10.p1	K19495
TRINITY_DN12119_c0_g1_i1.p1	K09580
TRINITY_DN12120_c0_g1_i2.p1	K07756
TRINITY_DN12120_c0_g2_i1.p1	K01868
TRINITY_DN1213_c3_g2_i1.p1	K00507
TRINITY_DN121403_c0_g1_i1.p1	K22872
TRINITY_DN1214_c0_g2_i7.p1	K22808
TRINITY_DN12151_c0_g1_i3.p1	K06530
TRINITY_DN12154_c4_g1_i3.p1	K08730
TRINITY_DN12154_c4_g2_i1.p1	K14394
TRINITY_DN121595_c0_g1_i1.p1	K15280
TRINITY_DN121656_c0_g1_i1.p2	K21806
TRINITY_DN12185_c1_g2_i3.p1	K08342
TRINITY_DN121913_c0_g1_i1.p1	K19400
TRINITY_DN121930_c0_g1_i1.p1	K23342
TRINITY_DN121987_c0_g1_i1.p1	K12233
TRINITY_DN12198_c2_g2_i5.p1	K01202
TRINITY_DN121999_c0_g1_i1.p1	K23222
TRINITY_DN1219_c0_g1_i1.p1	K07208
TRINITY_DN122080_c0_g1_i1.p1	K09258
TRINITY_DN12209_c0_g1_i4.p1	K13114
TRINITY_DN12214_c0_g2_i4.p1	K24404
TRINITY_DN12216_c0_g1_i15.p1	K03097
TRINITY_DN12217_c1_g1_i2.p1	K24095
TRINITY_DN122185_c0_g1_i1.p1	K15117
TRINITY_DN12233_c0_g1_i2.p1	K12166
TRINITY_DN122376_c0_g1_i1.p1	K03021
TRINITY_DN122391_c0_g1_i1.p1	K24839
TRINITY_DN12243_c0_g1_i4.p1	K17405
TRINITY_DN12247_c1_g2_i1.p1	K18932
TRINITY_DN12248_c0_g1_i1.p1	K03943
TRINITY_DN122504_c0_g1_i1.p1	K10270
TRINITY_DN122526_c0_g1_i1.p1	K04576
TRINITY_DN122633_c0_g1_i1.p1	K06679
TRINITY_DN122689_c0_g1_i1.p1	K20224
TRINITY_DN1226_c2_g1_i2.p1	K13133
TRINITY_DN12270_c0_g2_i1.p1	K24943
TRINITY_DN12279_c0_g1_i2.p1	K24155
TRINITY_DN122845_c0_g1_i1.p1	K11376
TRINITY_DN122857_c0_g1_i1.p1	K03021
TRINITY_DN12287_c0_g1_i1.p1	K17839
TRINITY_DN1228_c0_g1_i1.p1	K19514
TRINITY_DN122930_c0_g1_i1.p1	K10645
TRINITY_DN12294_c1_g2_i4.p1	K19513
TRINITY_DN122956_c0_g1_i1.p1	K16311
TRINITY_DN122957_c0_g1_i1.p1	K05681
TRINITY_DN12295_c0_g1_i2.p1	K24686
TRINITY_DN12297_c0_g1_i3.p1	K11291
TRINITY_DN122991_c0_g1_i1.p1	K19501
TRINITY_DN1229_c0_g2_i1.p1	K16197
TRINITY_DN1229_c0_g3_i1.p1	K15614
TRINITY_DN122_c0_g1_i12.p1	K04646
TRINITY_DN123026_c0_g1_i1.p1	K05288
TRINITY_DN12302_c0_g2_i1.p1	K12163
TRINITY_DN123176_c0_g1_i1.p1	K22610
TRINITY_DN12317_c1_g1_i2.p1	K11971
TRINITY_DN1231_c2_g2_i3.p1	K07942
TRINITY_DN12325_c0_g1_i10.p1	K15436
TRINITY_DN123296_c0_g1_i1.p1	K23728
TRINITY_DN1232_c0_g1_i1.p1	K02908
TRINITY_DN123359_c0_g1_i1.p1	K06756
TRINITY_DN1233_c1_g1_i12.p1	K23544
TRINITY_DN1233_c3_g1_i2.p1	K16197
TRINITY_DN12351_c1_g1_i2.p1	K04671
TRINITY_DN123564_c0_g1_i1.p1	K18166
TRINITY_DN123585_c0_g1_i1.p1	K10738
TRINITY_DN123674_c0_g1_i1.p1	K16600
TRINITY_DN123731_c0_g1_i1.p1	K00274
TRINITY_DN12373_c2_g1_i1.p1	K14962
TRINITY_DN12374_c7_g1_i1.p1	K00856
TRINITY_DN12377_c0_g2_i2.p1	K09503
TRINITY_DN12381_c0_g1_i14.p1	K18595
TRINITY_DN12389_c0_g1_i1.p1	K04398
TRINITY_DN123909_c0_g1_i1.p1	K12351
TRINITY_DN12394_c0_g2_i1.p1	K09191
TRINITY_DN12396_c0_g1_i1.p1	K18260
TRINITY_DN124123_c0_g1_i1.p1	K19502
TRINITY_DN124134_c0_g1_i1.p1	K16530
TRINITY_DN124173_c0_g1_i1.p1	K14767
TRINITY_DN12447_c0_g1_i1.p1	K24816
TRINITY_DN12455_c0_g1_i5.p1	K06068
TRINITY_DN124583_c0_g1_i1.p1	K11304
TRINITY_DN124593_c0_g1_i1.p1	K19676
TRINITY_DN12461_c0_g1_i11.p1	K06842
TRINITY_DN1246_c0_g1_i2.p1	K06114
TRINITY_DN1247_c12_g1_i3.p1	K22565
TRINITY_DN1247_c28_g1_i2.p1	K20349
TRINITY_DN12481_c0_g1_i4.p1	K17404
TRINITY_DN12486_c0_g1_i1.p1	K12184
TRINITY_DN124913_c0_g1_i1.p1	K13177
TRINITY_DN124930_c0_g1_i1.p1	K10600
TRINITY_DN125025_c0_g1_i1.p1	K09660
TRINITY_DN125046_c0_g1_i1.p1	K25794
TRINITY_DN1251_c0_g1_i3.p1	K15731
TRINITY_DN125306_c0_g1_i1.p1	K12869
TRINITY_DN1253_c0_g1_i3.p1	K23882
TRINITY_DN125523_c0_g1_i1.p1	K07921
TRINITY_DN125576_c0_g1_i1.p1	K03128
TRINITY_DN125601_c0_g1_i1.p1	K11550
TRINITY_DN125650_c0_g1_i1.p1	K10408
TRINITY_DN12567_c0_g1_i1.p1	K02865
TRINITY_DN12568_c2_g1_i8.p1	K05110
TRINITY_DN125784_c0_g1_i1.p1	K12834
TRINITY_DN12595_c1_g1_i1.p1	K06928
TRINITY_DN12598_c0_g1_i10.p1	K14209
TRINITY_DN125_c1_g2_i1.p2	K16548
TRINITY_DN126044_c0_g1_i1.p1	K01793
TRINITY_DN12607_c3_g2_i1.p1	K13868
TRINITY_DN1260_c0_g2_i9.p1	K19801
TRINITY_DN1261_c0_g1_i3.p1	K04487
TRINITY_DN12625_c1_g1_i1.p1	K16457
TRINITY_DN12631_c0_g1_i3.p1	K12876
TRINITY_DN12631_c0_g2_i1.p1	K19332
TRINITY_DN12645_c0_g1_i2.p1	K20187
TRINITY_DN12649_c0_g1_i18.p1	K11205
TRINITY_DN1264_c20_g1_i1.p1	K03966
TRINITY_DN12651_c4_g2_i1.p1	K09008
TRINITY_DN12658_c0_g1_i2.p1	K02870
TRINITY_DN12660_c0_g1_i15.p1	K11279
TRINITY_DN12662_c0_g4_i2.p1	K14565
TRINITY_DN12668_c1_g1_i1.p1	K08051
TRINITY_DN12668_c2_g1_i4.p1	K20526
TRINITY_DN1266_c0_g1_i2.p1	K04727
TRINITY_DN126908_c0_g1_i1.p1	K14544
TRINITY_DN12697_c0_g2_i4.p1	K04716
TRINITY_DN126_c0_g1_i1.p1	K10251
TRINITY_DN127029_c0_g1_i1.p1	K13124
TRINITY_DN12714_c0_g1_i1.p1	K15779
TRINITY_DN12714_c1_g1_i1.p1	K01259
TRINITY_DN12716_c0_g1_i3.p1	K16280
TRINITY_DN12721_c2_g1_i13.p1	K20465
TRINITY_DN12724_c1_g1_i8.p1	K14549
TRINITY_DN12725_c0_g1_i3.p1	K17498
TRINITY_DN12747_c0_g1_i3.p1	K12492
TRINITY_DN1274_c0_g1_i11.p1	K23340
TRINITY_DN12753_c1_g1_i2.p1	K20477
TRINITY_DN12763_c1_g1_i1.p1	K23727
TRINITY_DN12766_c0_g1_i2.p1	K24629
TRINITY_DN127771_c0_g1_i1.p1	K19024
TRINITY_DN12777_c0_g1_i8.p1	K11840
TRINITY_DN12780_c1_g2_i2.p1	K11161
TRINITY_DN12780_c3_g1_i2.p1	K23387
TRINITY_DN12785_c1_g1_i14.p1	K10442
TRINITY_DN12786_c0_g1_i8.p1	K18465
TRINITY_DN1278_c0_g1_i3.p1	K23490
TRINITY_DN12796_c0_g1_i6.p1	K03426
TRINITY_DN12797_c1_g1_i3.p1	K05038
TRINITY_DN12799_c0_g4_i3.p1	K22285
TRINITY_DN1279_c1_g2_i1.p1	K02375
TRINITY_DN1279_c1_g3_i1.p1	K24205
TRINITY_DN12814_c0_g1_i1.p1	K07190
TRINITY_DN1282_c0_g1_i4.p1	K17336
TRINITY_DN128310_c0_g1_i1.p1	K14360
TRINITY_DN12835_c2_g3_i1.p1	K04555
TRINITY_DN128362_c0_g1_i1.p1	K16599
TRINITY_DN128402_c0_g1_i1.p1	K08576
TRINITY_DN128439_c0_g1_i1.p1	K02213
TRINITY_DN12844_c0_g1_i2.p1	K12846
TRINITY_DN12850_c0_g1_i3.p1	K24736
TRINITY_DN12855_c0_g1_i3.p1	K06095
TRINITY_DN1286_c0_g2_i1.p1	K21421
TRINITY_DN12871_c0_g1_i1.p1	K14820
TRINITY_DN1287_c1_g1_i3.p1	K25777
TRINITY_DN12905_c2_g1_i2.p1	K16607
TRINITY_DN12908_c0_g1_i3.p1	K22754
TRINITY_DN12910_c0_g1_i2.p1	K00326
TRINITY_DN12917_c0_g1_i1.p1	K24752
TRINITY_DN12918_c0_g1_i6.p1	K01896
TRINITY_DN12951_c0_g1_i5.p1	K01349
TRINITY_DN12957_c0_g1_i2.p1	K22138
TRINITY_DN12969_c0_g1_i2.p1	K13781
TRINITY_DN12971_c0_g1_i4.p1	K01648
TRINITY_DN1297_c0_g1_i8.p1	K01379
TRINITY_DN12982_c0_g1_i7.p1	K07427
TRINITY_DN12984_c0_g1_i1.p1	K10876
TRINITY_DN12985_c0_g1_i4.p1	K01556
TRINITY_DN129_c4_g1_i2.p1	K05642
TRINITY_DN12_c0_g2_i3.p1	K07903
TRINITY_DN13003_c0_g1_i24.p1	K23829
TRINITY_DN130076_c0_g1_i1.p1	K03424
TRINITY_DN130078_c0_g1_i1.p1	K17886
TRINITY_DN130137_c0_g1_i1.p1	K13026
TRINITY_DN130152_c0_g1_i2.p1	K09378
TRINITY_DN130157_c0_g1_i1.p1	K12580
TRINITY_DN130189_c0_g1_i1.p1	K03240
TRINITY_DN1301_c2_g1_i5.p1	K18466
TRINITY_DN130204_c0_g1_i1.p1	K09373
TRINITY_DN130214_c0_g1_i1.p1	K24728
TRINITY_DN130224_c0_g1_i2.p1	K21440
TRINITY_DN130253_c0_g1_i1.p1	K17065
TRINITY_DN130271_c0_g1_i1.p1	K10447
TRINITY_DN130277_c0_g1_i1.p1	K24062
TRINITY_DN130278_c0_g1_i1.p1	K07951
TRINITY_DN130299_c0_g1_i1.p1	K08492
TRINITY_DN130309_c0_g1_i1.p1	K13339
TRINITY_DN130336_c0_g1_i1.p1	K13343
TRINITY_DN130342_c0_g1_i1.p1	K10408
TRINITY_DN130348_c0_g1_i2.p1	K23438
TRINITY_DN130364_c0_g1_i1.p1	K24891
TRINITY_DN130383_c0_g1_i1.p1	K21032
TRINITY_DN130385_c0_g1_i1.p1	K13254
TRINITY_DN13038_c0_g1_i1.p1	K04392
TRINITY_DN1303_c0_g4_i2.p1	K01205
TRINITY_DN1303_c2_g1_i3.p1	K10360
TRINITY_DN130406_c0_g1_i2.p1	K22900
TRINITY_DN130439_c0_g1_i1.p1	K03348
TRINITY_DN130440_c0_g1_i1.p1	K19511
TRINITY_DN13044_c1_g1_i11.p1	K11997
TRINITY_DN130456_c0_g1_i1.p1	K02433
TRINITY_DN130470_c0_g1_i1.p1	K21916
TRINITY_DN130479_c0_g1_i1.p1	K19674
TRINITY_DN13047_c0_g1_i8.p1	K12485
TRINITY_DN130498_c0_g1_i1.p1	K05969
TRINITY_DN13049_c0_g1_i1.p1	K24940
TRINITY_DN1304_c0_g1_i1.p2	K02962
TRINITY_DN130507_c0_g1_i1.p1	K05700
TRINITY_DN130528_c0_g1_i1.p1	K24469
TRINITY_DN13054_c0_g1_i4.p1	K18758
TRINITY_DN13057_c0_g3_i1.p1	K14842
TRINITY_DN130592_c0_g1_i1.p1	K06053
TRINITY_DN130594_c0_g1_i1.p1	K17926
TRINITY_DN130596_c0_g1_i1.p1	K26167
TRINITY_DN130623_c0_g1_i1.p1	K09228
TRINITY_DN130635_c0_g1_i1.p1	K10223
TRINITY_DN130698_c0_g1_i1.p1	K05293
TRINITY_DN130704_c0_g1_i1.p1	K16833
TRINITY_DN130716_c0_g1_i1.p1	K12646
TRINITY_DN130718_c0_g1_i1.p1	K14692
TRINITY_DN130724_c0_g1_i1.p1	K14310
TRINITY_DN130739_c0_g1_i1.p1	K17435
TRINITY_DN130748_c0_g1_i1.p1	K14709
TRINITY_DN130770_c0_g1_i1.p1	K14779
TRINITY_DN130791_c0_g1_i1.p1	K00784
TRINITY_DN130801_c0_g1_i1.p1	K11795
TRINITY_DN130810_c0_g1_i1.p1	K25166
TRINITY_DN130821_c0_g1_i1.p1	K25481
TRINITY_DN130849_c0_g1_i1.p1	K02703
TRINITY_DN130864_c0_g1_i1.p1	K25459
TRINITY_DN13087_c1_g1_i1.p1	K13120
TRINITY_DN13089_c1_g1_i1.p1	K15172
TRINITY_DN130914_c0_g1_i1.p1	K19619
TRINITY_DN130915_c0_g1_i1.p1	K06229
TRINITY_DN130918_c0_g1_i1.p1	K10174
TRINITY_DN130934_c0_g1_i1.p1	K11831
TRINITY_DN13093_c0_g3_i1.p1	K23612
TRINITY_DN130972_c0_g1_i1.p1	K11793
TRINITY_DN130991_c0_g1_i1.p1	K09866
TRINITY_DN13099_c0_g1_i1.p1	K10461
TRINITY_DN131006_c0_g1_i2.p1	K24887
TRINITY_DN131026_c0_g1_i1.p1	K14850
TRINITY_DN131033_c0_g1_i1.p1	K14572
TRINITY_DN131082_c0_g1_i1.p1	K03021
TRINITY_DN131138_c0_g1_i1.p1	K10595
TRINITY_DN131150_c0_g1_i1.p1	K00844
TRINITY_DN131174_c0_g1_i1.p1	K23789
TRINITY_DN131184_c0_g1_i4.p1	K21952
TRINITY_DN13119_c0_g1_i6.p1	K20368
TRINITY_DN1311_c2_g1_i3.p1	K09250
TRINITY_DN131268_c0_g1_i1.p1	K10848
TRINITY_DN131290_c0_g1_i1.p1	K21863
TRINITY_DN131344_c0_g1_i1.p1	K04860
TRINITY_DN131347_c0_g1_i1.p1	K11839
TRINITY_DN131349_c0_g1_i1.p1	K09516
TRINITY_DN131351_c0_g1_i1.p1	K10755
TRINITY_DN131353_c0_g1_i1.p1	K24086
TRINITY_DN131359_c0_g1_i1.p1	K22438
TRINITY_DN131361_c0_g1_i1.p1	K14439
TRINITY_DN131372_c0_g1_i1.p1	K16460
TRINITY_DN131382_c0_g1_i1.p1	K03129
TRINITY_DN131384_c0_g1_i1.p1	K23218
TRINITY_DN131396_c0_g1_i1.p1	K13781
TRINITY_DN1313_c6_g1_i1.p1	K01110
TRINITY_DN131420_c0_g1_i1.p1	K01080
TRINITY_DN131427_c0_g1_i1.p1	K10753
TRINITY_DN131456_c0_g1_i1.p1	K15108
TRINITY_DN131478_c0_g1_i1.p1	K00746
TRINITY_DN131493_c0_g1_i1.p1	K00288
TRINITY_DN131506_c0_g1_i1.p1	K14782
TRINITY_DN13153_c2_g1_i1.p1	K20123
TRINITY_DN131556_c0_g1_i1.p1	K14966
TRINITY_DN131568_c0_g1_i1.p1	K11986
TRINITY_DN131598_c0_g1_i1.p1	K24964
TRINITY_DN13160_c0_g1_i11.p1	K12822
TRINITY_DN131624_c0_g1_i1.p1	K24725
TRINITY_DN131627_c0_g1_i1.p1	K01587
TRINITY_DN131694_c0_g1_i1.p1	K12815
TRINITY_DN131702_c0_g1_i1.p1	K14163
TRINITY_DN13170_c2_g1_i2.p1	K14009
TRINITY_DN131710_c0_g1_i1.p1	K01907
TRINITY_DN131753_c0_g1_i1.p1	K25216
TRINITY_DN131776_c0_g1_i1.p1	K14844
TRINITY_DN131796_c0_g1_i1.p1	K10350
TRINITY_DN131808_c0_g1_i1.p1	K03018
TRINITY_DN131828_c0_g1_i1.p1	K03860
TRINITY_DN131867_c0_g1_i1.p1	K14830
TRINITY_DN131879_c0_g1_i1.p1	K10463
TRINITY_DN1318_c3_g1_i4.p1	K15348
TRINITY_DN131918_c0_g1_i1.p1	K14805
TRINITY_DN131921_c0_g1_i1.p1	K02320
TRINITY_DN13192_c0_g1_i1.p1	K00237
TRINITY_DN131954_c0_g1_i1.p1	K13177
TRINITY_DN13195_c0_g1_i1.p1	K00036
TRINITY_DN131973_c0_g1_i1.p1	K03506
TRINITY_DN131976_c0_g1_i1.p1	K10695
TRINITY_DN131978_c0_g1_i1.p1	K03120
TRINITY_DN131997_c0_g1_i1.p1	K12867
TRINITY_DN13199_c2_g1_i3.p1	K22941
TRINITY_DN131_c1_g1_i1.p1	K03958
TRINITY_DN132017_c0_g1_i1.p1	K15137
TRINITY_DN13201_c0_g1_i1.p1	K00167
TRINITY_DN132030_c0_g1_i1.p1	K14343
TRINITY_DN132073_c0_g1_i1.p1	K14312
TRINITY_DN132102_c0_g1_i1.p1	K16538
TRINITY_DN132117_c0_g1_i1.p1	K19511
TRINITY_DN13212_c0_g1_i15.p1	K12183
TRINITY_DN13212_c1_g1_i4.p1	K21248
TRINITY_DN132136_c0_g1_i1.p1	K11579
TRINITY_DN132149_c0_g1_i1.p1	K11791
TRINITY_DN132170_c0_g1_i1.p1	K09228
TRINITY_DN13223_c1_g1_i1.p1	K23289
TRINITY_DN132270_c0_g1_i1.p1	K07297
TRINITY_DN132285_c0_g1_i1.p1	K10402
TRINITY_DN13228_c0_g1_i1.p1	K17655
TRINITY_DN132327_c0_g1_i1.p1	K09216
TRINITY_DN132333_c0_g1_i1.p1	K16196
TRINITY_DN132378_c0_g1_i1.p1	K14310
TRINITY_DN132391_c0_g1_i1.p1	K18629
TRINITY_DN132396_c0_g1_i1.p1	K07984
TRINITY_DN132420_c0_g1_i1.p1	K16754
TRINITY_DN13242_c1_g2_i1.p1	K04397
TRINITY_DN132431_c0_g1_i1.p1	K20303
TRINITY_DN132446_c0_g1_i1.p1	K17546
TRINITY_DN132482_c0_g1_i1.p1	K15361
TRINITY_DN132505_c0_g1_i1.p1	K22733
TRINITY_DN132528_c0_g1_i1.p1	K16604
